arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,325879.98620811314
40.0,4.639,32768,389657.4090864948
40.0,5.649,4096,110427.42134089702
40.0,7.918,512,30879.393128751737
40.0,16.772,64,18634.11224072668
