arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,10961198.892609604
22.0,4.639,32768,1841674.1274202121
22.0,5.649,4096,4235353.30782557
22.0,7.918,512,8764341.447968751
22.0,16.772,64,18520175.108795244
