arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1373350.289724366
20.0,4.639,32768,2320483.4045814676
20.0,5.649,4096,5004394.6245765835
20.0,7.918,512,9719818.653646374
20.0,16.772,64,20439191.755853336
