arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1694680.7746929803
20.0,4.639,32768,3149784.3618190754
20.0,5.649,4096,5359392.0884582605
20.0,7.918,512,9369589.802609984
20.0,16.772,64,20561280.00116593
