arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,2585639.966583128
34.0,4.639,32768,763028.4941252194
34.0,5.649,4096,177065.36406367001
34.0,7.918,512,47488.21419047046
34.0,16.772,64,60800.90110351984
