arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,1400884.3884989226
22.0,4.639,32768,2382086.392005756
22.0,5.649,4096,4532173.068229412
22.0,7.918,512,7913554.950971403
22.0,16.772,64,18179411.250043496
