arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,620127.0331496604
36.0,4.639,32768,270292.79785817454
36.0,5.649,4096,105992.67783200876
36.0,7.918,512,31159.94871626075
36.0,16.772,64,22188.300385563558
