arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,317238.33180906746
26.0,4.639,32768,318920.39506905165
26.0,5.649,4096,786497.8169346689
26.0,7.918,512,1945035.4739081238
26.0,16.772,64,4367064.731420866
