arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,852314.2392451272
28.0,4.639,32768,662432.262060054
28.0,5.649,4096,843026.8241426247
28.0,7.918,512,1087355.0581387847
28.0,16.772,64,3563045.6944946693
