arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,442242.00492829713
28.0,4.639,32768,209718.09740458737
28.0,5.649,4096,362279.72535597405
28.0,7.918,512,1423910.2268710623
28.0,16.772,64,3016004.4745580205
