arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,1369709.02419346
30.0,4.639,32768,496699.2868154735
30.0,5.649,4096,372007.9165743654
30.0,7.918,512,3369272.3315316914
30.0,16.772,64,4552020.8303504065
