arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,665743.8762767556
20.0,4.639,32768,1205841.8334520494
20.0,5.649,4096,1849453.0862052166
20.0,7.918,512,3383503.0969926715
20.0,16.772,64,7331608.2263021255
