arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,1233609.0746346673
36.0,4.639,32768,284145.2815286575
36.0,5.649,4096,82627.90636340727
36.0,7.918,512,33700.41774221797
36.0,16.772,64,18065.201050638767
