arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1534776.1844705567
20.0,4.639,32768,2954756.9432159727
20.0,5.649,4096,4490150.241031585
20.0,7.918,512,10176091.649105318
20.0,16.772,64,20627205.65255791
