arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,368421.0638332179
40.0,4.639,32768,237850.00231238175
40.0,5.649,4096,113076.0813036957
40.0,7.918,512,27998.49013786279
40.0,16.772,64,17607.873551340606
