arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,1035127.3931516835
26.0,4.639,32768,520918.41529456415
26.0,5.649,4096,767170.3030220865
26.0,7.918,512,1644535.2271921693
26.0,16.772,64,4320915.887161077
