arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,273761.03439130995
28.0,4.639,32768,618693.5865555743
28.0,5.649,4096,401945.7815004407
28.0,7.918,512,1172843.3888354404
28.0,16.772,64,2971969.3522655983
