arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,1351430.6927822826
34.0,4.639,32768,474416.0062360881
34.0,5.649,4096,139440.53645192276
34.0,7.918,512,53585.10625164422
34.0,16.772,64,49880.969046320664
