arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,271992.42920529976
30.0,4.639,32768,330732.20482741017
30.0,5.649,4096,388659.3999172026
30.0,7.918,512,479567.5342284963
30.0,16.772,64,711953.4837101367
