arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,411058.43510016915
22.0,4.639,32768,989803.260853388
22.0,5.649,4096,1721638.3179332411
22.0,7.918,512,2819975.597931833
22.0,16.772,64,6359282.619115304
