arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,928447.7294032228
36.0,4.639,32768,514388.87270527147
36.0,5.649,4096,148938.36241210657
36.0,7.918,512,43349.180188326514
36.0,16.772,64,34569.45313423398
