arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,378294.4919424548
24.0,4.639,32768,545160.2110627664
24.0,5.649,4096,1142425.4142354326
24.0,7.918,512,2062154.241892444
24.0,16.772,64,5609757.384089262
