arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,4190633.32062649
28.0,4.639,32768,881851.4459578779
28.0,5.649,4096,1723144.0866813778
28.0,7.918,512,2718508.956273641
28.0,16.772,64,9319506.487445941
