arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,947177.5842480649
24.0,4.639,32768,1324379.5430517644
24.0,5.649,4096,2951540.7576691196
24.0,7.918,512,7136927.933726808
24.0,16.772,64,15761766.437032431
