arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,1488654.113936142
36.0,4.639,32768,671581.8723774488
36.0,5.649,4096,128631.81773962459
36.0,7.918,512,44642.629996450705
36.0,16.772,64,28726.91006704341
