arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,1047007.6405069832
28.0,4.639,32768,826794.0293307638
28.0,5.649,4096,1140112.7676291498
28.0,7.918,512,3595864.6974687465
28.0,16.772,64,9519731.874701198
