arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,533543.4286972336
22.0,4.639,32768,808966.8210662289
22.0,5.649,4096,1187651.752377354
22.0,7.918,512,3101550.2124426425
22.0,16.772,64,6751935.389559056
