arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,116633.10658213645
38.0,4.639,32768,946983.918798519
38.0,5.649,4096,60783.60740364132
38.0,7.918,512,23353.396733665963
38.0,16.772,64,17590.517758155955
