arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,989946.2276603715
38.0,4.639,32768,353423.9575750348
38.0,5.649,4096,104207.85290466357
38.0,7.918,512,34234.03820760852
38.0,16.772,64,14568.883347738083
