arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,1878993.2188874446
28.0,4.639,32768,502020.47506252176
28.0,5.649,4096,1757847.5854322524
28.0,7.918,512,3363658.4922965947
28.0,16.772,64,10033553.362937927
