arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,551598.0619500036
34.0,4.639,32768,793120.5873743286
34.0,5.649,4096,132372.68776450827
34.0,7.918,512,68034.69879407126
34.0,16.772,64,55243.539776158446
