arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,925691.9257577005
28.0,4.639,32768,257813.5181773834
28.0,5.649,4096,1253662.8060096542
28.0,7.918,512,3683440.8053502096
28.0,16.772,64,8504668.18929851
