arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,487439.2967488362
40.0,4.639,32768,262035.66130395306
40.0,5.649,4096,84589.07019231268
40.0,7.918,512,23153.835384229544
40.0,16.772,64,12502.897904086076
