arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,836601.0968305026
30.0,4.639,32768,663596.3973802149
30.0,5.649,4096,477202.31883133174
30.0,7.918,512,1608604.1882234423
30.0,16.772,64,5370064.124603076
