arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,2888971.773510949
40.0,4.639,32768,681257.9278313024
40.0,5.649,4096,72444.64227256562
40.0,7.918,512,27585.44367959305
40.0,16.772,64,17083.787548433163
