arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,106650.69531418911
32.0,4.639,32768,196798.79429508708
32.0,5.649,4096,65045.45526014865
32.0,7.918,512,74216.29992798078
32.0,16.772,64,129976.51807922845
