arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,1066191.6532781525
26.0,4.639,32768,763990.201517009
26.0,5.649,4096,725761.9071134831
26.0,7.918,512,1651594.1019823847
26.0,16.772,64,4650515.655447361
