arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,437301.92720590654
24.0,4.639,32768,772654.3784959741
24.0,5.649,4096,1399912.010170282
24.0,7.918,512,2505686.1696710945
24.0,16.772,64,5456555.637696091
