arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,993742.1482628178
40.0,4.639,32768,607198.3402735881
40.0,5.649,4096,59309.47463095589
40.0,7.918,512,21198.355455081888
40.0,16.772,64,15092.974226440592
