arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,1011841.1263681665
28.0,4.639,32768,808365.0274783045
28.0,5.649,4096,2289025.8091987516
28.0,7.918,512,3161152.41553393
28.0,16.772,64,9418927.1620253
