arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,351275.1315692587
38.0,4.639,32768,328540.0443401078
38.0,5.649,4096,123458.3418809762
38.0,7.918,512,34586.17463669551
38.0,16.772,64,21889.543508259827
