arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,286050.47567693365
34.0,4.639,32768,545528.670803836
34.0,5.649,4096,235309.59727983898
34.0,7.918,512,65047.982297685456
34.0,16.772,64,63720.06356713716
