arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,16359214.318423394
32.0,4.639,32768,642836.5084864113
32.0,5.649,4096,259803.28372828546
32.0,7.918,512,136306.78471007964
32.0,16.772,64,158979.20472502057
