arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1787215.30388395
20.0,4.639,32768,2776866.621019634
20.0,5.649,4096,5768595.547254114
20.0,7.918,512,9832540.31028447
20.0,16.772,64,20487571.662052754
