arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,5915226.821056992
24.0,4.639,32768,799383.4252559907
24.0,5.649,4096,3054609.402931576
24.0,7.918,512,6590414.101903916
24.0,16.772,64,15885594.683367727
