arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,457541.05472296145
26.0,4.639,32768,631396.476044965
26.0,5.649,4096,2162870.336906029
26.0,7.918,512,5882972.153713886
26.0,16.772,64,13157972.027512446
