arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,415616.75220568286
24.0,4.639,32768,1446503.5123261886
24.0,5.649,4096,3249457.404305371
24.0,7.918,512,6760047.320909966
24.0,16.772,64,15759171.558728967
