arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,233775.4905652002
22.0,4.639,32768,828985.2843645657
22.0,5.649,4096,1517049.7679621456
22.0,7.918,512,2969797.566930615
22.0,16.772,64,6590152.20567105
