arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,6298941.2276865225
30.0,4.639,32768,151743.14096525087
30.0,5.649,4096,256053.65488506504
30.0,7.918,512,639393.9071417556
30.0,16.772,64,1979144.3215953202
