arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
36.0,4.073,262144,1687276.973606586
36.0,4.639,32768,804859.7954097347
36.0,5.649,4096,133370.95112504822
36.0,7.918,512,40521.21002635534
36.0,16.772,64,31951.38698084952
