arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,214242.04678353874
30.0,4.639,32768,826359.4076241887
30.0,5.649,4096,262667.7142493915
30.0,7.918,512,397478.7642302416
30.0,16.772,64,1877498.6392322632
