arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,1829430.3004695205
20.0,4.639,32768,2990977.4900893187
20.0,5.649,4096,4673432.119239029
20.0,7.918,512,10596462.351216655
20.0,16.772,64,20809979.31403364
