arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,1083766.3191426462
30.0,4.639,32768,480362.30592022935
30.0,5.649,4096,394840.3231218919
30.0,7.918,512,1745619.1600687134
30.0,16.772,64,3253819.2169558224
