arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22.0,4.073,262144,1453958.11774927
22.0,4.639,32768,2468037.425053559
22.0,5.649,4096,3577116.551445871
22.0,7.918,512,8586733.167049795
22.0,16.772,64,18783122.77802839
