arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,432576.33346959704
40.0,4.639,32768,516122.6118026607
40.0,5.649,4096,104558.23241619953
40.0,7.918,512,29759.59880441939
40.0,16.772,64,18773.86017845025
