arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,117004.42307451458
32.0,4.639,32768,491076.69519129087
32.0,5.649,4096,126715.21802056769
32.0,7.918,512,244611.8073724161
32.0,16.772,64,103351.68341154391
