arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
32.0,4.073,262144,2004353.2703525594
32.0,4.639,32768,924385.9755875788
32.0,5.649,4096,250237.90095627002
32.0,7.918,512,489040.02579134563
32.0,16.772,64,214232.74542889095
