arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26.0,4.073,262144,554069.8653761996
26.0,4.639,32768,571669.329943456
26.0,5.649,4096,1621525.672177903
26.0,7.918,512,5511946.068864607
26.0,16.772,64,13026994.764480678
