frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,730768.150464,730519.556668,730517.240708,730517.240708,730517.240708,730517.240708
64,748524.540629,748514.854517,748514.854517,748514.854517,748524.540629,748514.854517
512,408441.896727,408186.424611,408186.424611,408186.424611,408186.424611,408186.424611
65536,570530.701931,571953.994896,571954.087245,571954.082744,571954.261295,571954.006245
8,451370.534110,452742.996040,452742.996040,452742.996040,452742.996040,452742.996040
2,550776.362529,550901.453043,550901.453043,550901.945139,550901.945139,550901.453043
8192,598987.100160,599555.898522,599555.790728,599562.486634,599562.486634,599555.795663
1024,687905.983009,687907.679882,687907.679882,687907.679882,687907.679882,687907.679882
4096,881162.590267,880444.005243,881890.144630,881890.197808,882018.298253,881890.144630
16,811114.080070,816212.701315,816212.701315,816212.701315,816212.701315,816212.701315
4,810301.170279,810301.170279,810301.170279,810301.170279,810301.170279,810301.170279
16384,911669.011451,921509.277111,921509.277111,921509.277111,921520.800792,921509.277111
32,883133.843032,883133.843032,883133.843032,883133.843032,883133.843032,883133.843032
256,1126793.108598,1131738.261785,1131738.261785,1131738.261785,1131738.261785,1131738.261785
128,1230160.883892,1230160.883892,1230160.883892,1230160.883892,1230160.883892,1230160.883892
2048,1291906.346616,1291906.659230,1292420.194074,1292420.194074,1292080.071689,1276273.206571
