frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
32768,939204.070394,49503.000000,957601.287730,23459.000000,965245.881566,23459.000000,965245.834228,23459.000000,965245.834228,23459.000000,965245.834228,23459.000000
2,486506.078827,8180.000000,485571.965326,8244.000000,486506.078827,8180.000000,486506.078827,8180.000000,486506.078827,8180.000000,486506.078827,8180.000000
16,412186.845033,8533.000000,410447.262158,9561.000000,411025.782920,9561.000000,412186.845033,8533.000000,412186.845033,8533.000000,412186.845033,8533.000000
8,724115.140117,12132.000000,722744.424415,12132.000000,723905.574041,12132.000000,724115.140117,12132.000000,724115.140117,12132.000000,724115.140117,12132.000000
32,906655.142364,15788.000000,899868.935926,29617.000000,906655.142364,15788.000000,906655.142364,15788.000000,906655.142364,15788.000000,906655.142364,15788.000000
4,754426.220338,10941.000000,750657.493944,13344.000000,753767.341841,10941.000000,754426.220338,10941.000000,754426.220338,10941.000000,754426.220338,10941.000000
4096,740978.933283,13098.000000,730992.422574,13733.000000,732151.574687,14186.000000,740956.794341,13098.000000,740978.933283,13098.000000,740978.933283,13098.000000
1024,1026436.876429,16327.000000,1015635.793736,18276.000000,1025195.882566,16327.000000,1026439.959066,16327.000000,1026436.876429,16327.000000,1026436.876429,16327.000000
128,831144.632562,16741.000000,826089.523459,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000
256,1311462.025555,21745.000000,1303513.302285,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000
2048,1817381.599264,32778.000000,1776160.010956,32778.000000,1812319.202309,32778.000000,1817381.599264,32778.000000,1817381.599264,32778.000000,1817381.599264,32778.000000
512,1290218.042244,21014.000000,1282837.823115,21014.000000,1290132.056036,21014.000000,1290218.042244,21014.000000,1290218.042244,21014.000000,1290218.042244,21014.000000
64,969211.981170,12822.000000,965493.965355,12934.000000,969211.981170,12822.000000,969211.981170,12822.000000,969211.981170,12822.000000,969211.981170,12822.000000
8192,2059469.942248,32382.000000,2055370.495360,32382.000000,2059470.178836,32382.000000,2059469.942248,32382.000000,2059469.942248,32382.000000,2059469.942248,32382.000000
65536,2333267.017544,33200.000000,2307593.100987,34199.000000,2323163.661238,34199.000000,2333267.017544,33200.000000,2333267.017544,33200.000000,2333267.017544,33200.000000
16384,995761.659633,21178.000000,994771.838458,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000
