frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,729107.931429,729105.641728,729105.641728,729105.641728,729105.641728,729105.641728
8,476490.528230,476275.049153,476275.049153,476275.049153,476275.049153,476275.049153
16,550973.913013,550973.913013,550973.913013,550973.913013,550973.913013,550973.913013
4,900498.444019,900498.444019,900498.444019,900498.444019,900498.444019,900498.444019
2048,610807.503224,610322.080207,610322.080207,610322.080207,610322.080207,610322.080207
4096,1122638.306703,1122638.306703,1122862.630238,1122862.630238,1122862.630238,1122752.901045
2,690729.110279,690729.110279,690729.110279,690729.110279,690729.110279,690729.110279
32,1002248.941267,1002248.941267,1002248.941267,1002248.941267,1002248.941267,1002248.941267
256,662497.416636,662497.416636,662497.416636,662497.416636,662497.416636,662497.416636
128,983595.840573,983595.840573,983595.840573,983595.840573,983595.840573,983595.840573
1024,847358.621978,847388.757752,847388.757752,847388.757752,847388.757752,847388.757752
512,1213201.919506,1213201.919506,1213201.919506,1213201.919506,1213201.919506,1213201.919506
32768,2680037.032551,2714423.364389,2714423.364389,2714423.364389,2714423.364389,2704934.946415
64,723797.004528,723797.004528,723797.004528,723797.004528,723797.004528,723797.004528
8192,2050366.918508,2050366.918508,2050366.918508,2050366.918508,2050366.918508,2050366.918508
16384,2690561.827778,2707691.416974,2707691.416974,2707691.416974,2707691.416974,2707691.416974
