frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
16384,334853.829360,22887.000000,334853.829360,22887.000000,334853.829360,22887.000000,334853.829360,22887.000000,334853.829360,22887.000000,334853.829360,22887.000000
2,733464.712950,12008.000000,733464.712950,12008.000000,733464.712950,12008.000000,733464.712950,12008.000000,733464.712950,12008.000000,733464.712950,12008.000000
32,611211.178276,28721.000000,611211.178276,28721.000000,611211.178276,28721.000000,611211.178276,28721.000000,611211.178276,28721.000000,611211.178276,28721.000000
128,883483.677880,27463.000000,883483.677880,27463.000000,883483.677880,27463.000000,883483.677880,27463.000000,883483.677880,27463.000000,883483.677880,27463.000000
8192,650776.120054,16887.000000,650776.120054,16887.000000,650776.120054,16887.000000,650776.120054,16887.000000,650776.120054,16887.000000,650776.120054,16887.000000
8,810975.041800,14891.000000,810975.041800,14891.000000,810975.041800,14891.000000,810975.041800,14891.000000,810975.041800,14891.000000,810975.041800,14891.000000
256,1134410.465034,27233.000000,1134410.465034,27233.000000,1134410.465034,27233.000000,1134410.465034,27233.000000,1134410.465034,27233.000000,1134410.465034,27233.000000
16,492647.910840,23191.000000,492647.910840,23191.000000,492647.910840,23191.000000,492647.910840,23191.000000,492647.910840,23191.000000,492647.910840,23191.000000
2048,1491021.094917,26300.000000,1491021.094917,26300.000000,1491021.094917,26300.000000,1491021.094917,26300.000000,1491021.094917,26300.000000,1491021.094917,26300.000000
4,594761.651664,11517.000000,594761.651664,11517.000000,594761.651664,11517.000000,594761.651664,11517.000000,594761.651664,11517.000000,594761.651664,11517.000000
4096,1378314.860796,25806.000000,1378314.860796,25806.000000,1378314.860796,25806.000000,1378314.860796,25806.000000,1378314.860796,25806.000000,1378314.860796,25806.000000
64,1142381.280041,23625.000000,1142381.280041,23625.000000,1142381.280041,23625.000000,1142381.280041,23625.000000,1142381.280041,23625.000000,1142381.280041,23625.000000
1024,1340420.713112,28416.000000,1340420.713112,28416.000000,1340420.713112,28416.000000,1340420.713112,28416.000000,1340420.713112,28416.000000,1340420.713112,28416.000000
512,1733059.970670,29874.000000,1733059.970670,29874.000000,1733059.970670,29874.000000,1733059.970670,29874.000000,1733059.970670,29874.000000,1733059.970670,29874.000000
32768,2044108.816575,101700.000000,2067583.422937,26309.000000,2067583.422937,26309.000000,2033413.889331,38930.000000,2044108.816575,101700.000000,2019137.712395,101700.000000
65536,2263916.544926,31950.000000,2263916.544926,31950.000000,2263916.544926,31950.000000,2263916.544926,31950.000000,2263916.544926,31950.000000,2251958.627150,35708.000000
