frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
16,354212.690470,5371.000000,353710.091305,6535.000000,354212.690470,5371.000000,354212.690470,5371.000000,354212.690470,5371.000000,354212.690470,5371.000000
2,627393.198541,13820.000000,625669.290224,13820.000000,627393.198541,13820.000000,627393.198541,13820.000000,627393.198541,13820.000000,627393.198541,13820.000000
64,646530.083432,10672.000000,645218.537957,11423.000000,646530.083432,10672.000000,646530.083432,10672.000000,646530.083432,10672.000000,646530.083432,10672.000000
8,661309.862095,10405.000000,658543.433405,10887.000000,661126.369302,10405.000000,661309.862095,10405.000000,661309.862095,10405.000000,661309.862095,10405.000000
4,779548.196090,12887.000000,777044.968477,12887.000000,779548.196090,12887.000000,779548.196090,12887.000000,779548.196090,12887.000000,779548.196090,12887.000000
128,691720.979937,11740.000000,690387.529552,11740.000000,691720.979937,11740.000000,691720.979937,11740.000000,691720.979937,11740.000000,691720.979937,11740.000000
1024,978777.991529,16742.000000,969810.117085,16742.000000,978179.809413,16742.000000,978266.213796,16742.000000,978777.991529,16742.000000,978777.991529,16742.000000
2048,1088493.958606,18925.000000,1086839.823203,18925.000000,1087763.085595,18925.000000,1088493.958606,18925.000000,1088493.958606,18925.000000,1088493.958606,18925.000000
4096,1533038.043056,27525.000000,1518902.675665,27525.000000,1523560.284670,27525.000000,1526672.651951,27525.000000,1527089.938757,27525.000000,1533038.043056,27525.000000
8192,1588259.094025,25498.000000,1568345.166238,28235.000000,1581527.919866,25498.000000,1588259.094025,25498.000000,1588259.094025,25498.000000,1588259.094025,25498.000000
256,1519525.099362,23312.000000,1507328.710986,24594.000000,1519525.099362,23312.000000,1519525.099362,23312.000000,1519525.099362,23312.000000,1519525.099362,23312.000000
32,1261976.171440,19708.000000,1252559.766742,35236.000000,1261976.171440,19708.000000,1261976.171440,19708.000000,1261976.171440,19708.000000,1261976.171440,19708.000000
16384,1706897.585162,27673.000000,1688103.829125,29255.000000,1706897.585162,27673.000000,1706897.585162,27673.000000,1706897.585162,27673.000000,1706897.585162,27673.000000
512,1484667.685447,25759.000000,1471387.161009,25759.000000,1484667.685447,25759.000000,1484667.685447,25759.000000,1484667.685447,25759.000000,1484667.685447,25759.000000
65536,3383377.970922,68570.000000,3379699.398838,68570.000000,3383377.970922,68570.000000,3383377.970922,68570.000000,3383377.970922,68570.000000,3383377.970922,68570.000000
32768,2461068.763414,52594.000000,2453485.806406,32272.000000,2472140.264220,32260.000000,2476739.595967,32260.000000,2476739.595967,32260.000000,2476739.595967,32260.000000
