frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,391540.111445,391540.111445,391540.111445,391540.111445,391540.111445,391540.111445
4,394917.501405,394917.501405,394917.501405,394917.501405,394917.501405,394917.501405
65536,1254332.749781,1261090.161911,1261090.161911,1261090.161911,1261090.161911,1261090.161911
16,483184.030975,483184.030975,483184.030975,483184.030975,483184.030975,483184.030975
8,643443.058609,643443.058609,643443.058609,643443.058609,643443.058609,643443.058609
8192,914658.941522,918326.650457,918326.650457,918326.650457,918326.650457,918326.650457
512,970207.335905,970207.335905,970207.335905,970207.335905,970207.335905,970207.335905
128,944544.333949,944544.333949,944544.333949,944544.333949,944544.333949,944544.333949
32,868065.701770,868065.701770,868065.701770,868065.701770,868065.701770,868065.701770
1024,1216492.630558,1217610.816717,1217610.816717,1217615.995868,1217615.995868,1217610.816717
256,1207952.699759,1210319.903811,1210319.903811,1210319.903811,1210319.903811,1210319.903811
2048,1219498.792063,1220592.578064,1220592.578064,1220592.578064,1220592.578064,1220592.578064
64,1204817.944846,1204817.944846,1204817.944846,1204817.944846,1204817.944846,1204817.944846
16384,1857614.772365,1857614.772365,1861082.259624,1861082.259624,1861082.259624,1861082.259624
4096,1534681.156651,1537914.560177,1537914.560177,1537914.560177,1537731.330662,1537914.560177
32768,3196278.079303,3239955.756995,3239955.756995,3239955.756995,3239955.756995,3226078.996313
